key	英文原文	当前中文	修改列(填这里覆盖)	备注
Modifier.Clouds.DetailStrengthTooltip	How strongly the close-up detail noise erodes this layer's edges in the ground-level cloud view (0 to ~0.6). Has no effect on the view from space.	在地面云层视图中，近景细节噪声侵蚀此层边缘的强度（0 至约 0.6）。对太空视角无影响。		
Modifier.Clouds.DisplayName	Clouds	云层		
Modifier.Clouds.DisplayName.Header	Clouds	云层		
Modifier.Clouds.HeightLabel	Height (m)	高度（米）		
Modifier.Clouds.HeightTooltip	The height of the cloud layer above sea level, in meters.	云层高于海平面的高度，单位为米。		
Modifier.Clouds.InputChannelDataSlotName	Input Channel	输入通道		
Modifier.Clouds.InputChannelDataSlotTooltip	The data slot (produced by the planet generation modifiers) that this layer reads its density from. Set to -1 to disable the layer.	此层读取密度的数据槽（由行星生成修改器产生）。设为 -1 可禁用该层。		
Modifier.Clouds.IntensityMaskDataSlotName	Intensity Mask	强度遮罩		
Modifier.Clouds.IntensityMaskDataSlotTooltip	The data slot for a non-rotating mask that multiplies the opacity of the cloud layers, so clouds can be confined to certain regions. Set to -1 to disable.	不旋转遮罩的数据槽，该遮罩乘算云层的不透明度，从而可将云限制在特定区域。设为 -1 可禁用。		
Modifier.Clouds.Layer1DataSlotName	Low Cloud Layer	低云层		
Modifier.Clouds.Layer1Label	Low Cloud Layer	低云层		
Modifier.Clouds.Layer2DataSlotName	Medium Cloud Layer	中云层		
Modifier.Clouds.Layer2Label	Medium Cloud Layer	中云层		
Modifier.Clouds.Layer3DataSlotName	High Cloud Layer	高云层		
Modifier.Clouds.Layer3Label	High Cloud Layer	高云层		
Modifier.Clouds.MaskInfluenceLabel	Mask Influence	遮罩影响		
Modifier.Clouds.MaskInfluenceTooltip	How strongly the mask layer affects this layer's opacity (0 = ignore the mask, 1 = fully masked). Use low values for high clouds and high values for fog.	遮罩层影响此层不透明度的强度（0 = 忽略遮罩，1 = 完全受遮罩）。高层云用低值，雾用高值。		
Modifier.Clouds.RotationSpeedLabel	Rotation Speed (rad/s)	旋转速度（rad/s）		
Modifier.Clouds.RotationSpeedTooltip	The rotation speed of the layer in radians per second, applied in addition to the planet's own rotation.	此层的旋转速度，单位为弧度/秒，在行星自身旋转之外额外施加。		
Modifier.Clouds.SeasonalMaskInfluenceLabel	Seasonal Mask	季节遮罩		
Modifier.Clouds.SeasonalMaskInfluenceTooltip	Reduces the cloud mask based on the planet's position in its orbit for a seasonal effect (0 disables it). Negative values thin the clouds most at the closest point to the parent (periapsis) and least at the farthest (apoapsis); positive values do the reverse. Only affects planets that use a cloud mask.	根据行星在轨道上的位置削减云层遮罩，以产生季节效果（0 表示禁用）。负值在距离母天体最近处（近拱点）云最稀薄，最远处（远拱点）最厚；正值则相反。仅影响使用云层遮罩的行星。		
Modifier.Clouds.TerrainDisplacementLabel	Terrain Follow	贴合地形		
Modifier.Clouds.TerrainDisplacementTooltip	How strongly this layer follows the terrain height, lifting it over high ground so low clouds do not clip into elevated terrain (0 = flat shell, 1 = fully follows the terrain).	此层贴合地形高度的强度，在高地上抬高云层，使低云不会穿入较高的地形（0 = 平坦球壳，1 = 完全贴合地形）。		
Modifier.Clouds.ThicknessLabel	Thickness (m)	厚度（米）		
Modifier.Clouds.ThicknessTooltip	The thickness of the cloud layer in meters, giving it a visible vertical extent when flying through it in the ground-level cloud view. Has no effect on the view from space.	云层的厚度，单位为米，在地面云层视图中穿行时呈现可见的垂直厚度。对太空视角无影响。		
Modifier.Clouds.TintLabel	Tint	色调		
Modifier.Clouds.TintTooltip	The color of the clouds. The alpha channel acts as an overall opacity multiplier.	云的颜色。alpha 通道作为整体的不透明度乘数。		
Modifier.ColorBands.DataIndexDataSlotTooltip	The input data value which identifies which color band(s) will be used. For gas giants, this is typically the y-coordinate on a Unit sphere.	用于确定使用哪些色带的输入数据值。对于气态巨行星，通常是单位球面上的 y 坐标。		
Modifier.ColorBands.Description	A planet modifier that produces color bands based on a data value.	一种行星修改器，根据数据值生成色带。		
Modifier.ColorBands.DisplayName	Color Bands	色带		
Modifier.ColorBands.DisplayName.Header	Color Bands	色带		
Modifier.ColorBands.MaxInputValueTooltip	The maximum expected input value. With the minimum, this sets the expected range of the input data value to remap it into the zero-to-one range.	预期的最大输入值。与最小值一起设定输入数据值的预期范围，以便将其重映射到 0 到 1 区间。		
Modifier.ColorBands.MinInputValueTooltip	The minimum expected input value. Used with the maximum to determine the input data's expected range and remap it into the zero-to-one range.	预期的最小输入值。与最大值一起确定输入数据的预期范围，并将其重映射到 0 到 1 区间。		
Modifier.ColorBlend.ColorBlendType.DestinationAlpha	Destination Alpha	目标透明度		
Modifier.ColorBlend.ColorBlendType.DestinationColor	Destination Color	目标颜色		
Modifier.ColorBlend.ColorBlendType.One	One	一		
Modifier.ColorBlend.ColorBlendType.OneMinusDestinationAlpha	One Minus Destination Alpha	一减目标透明度		
Modifier.ColorBlend.ColorBlendType.OneMinusDestinationColor	One Minus Destination Color	一减目标颜色		
Modifier.ColorBlend.ColorBlendType.OneMinusSourceAlpha	One Minus Source Alpha	一减源透明度		
Modifier.ColorBlend.ColorBlendType.OneMinusSourceColor	One Minus Source Color	一减源颜色		
Modifier.ColorBlend.ColorBlendType.SourceAlpha	Source Alpha	源透明度		
Modifier.ColorBlend.ColorBlendType.SourceColor	Source Color	源颜色		
Modifier.ColorBlend.ColorBlendType.Zero	Zero	零		
Modifier.ColorBlend.ColorLabel	Color	颜色		
Modifier.ColorBlend.ColorTooltip	The color value to be blended in to the existing color.	要混合到现有颜色中的颜色值。		
Modifier.ColorBlend.DataIndexAlphaDataSlotName	Alpha Source	透明度来源		
Modifier.ColorBlend.DataIndexAlphaDataSlotTooltip	An optional input specifying a data value to use as the source alpha channel, instead of the alpha defined in the source color.	可选输入，指定一个数据值作为源透明度通道，替代源颜色中定义的透明度。		
Modifier.ColorBlend.Description	A planet modifier that blends two colors together based on a data value.	一种行星修改器，根据数据值混合两种颜色。		
Modifier.ColorBlend.DestinationLabel	Destination Blend	目标混合		
Modifier.ColorBlend.DestinationTooltip	The blend type used for the destination color (the existing color before this modifier is applied). This essentially selects the value by which the destination color will be multiplied.	用于目标颜色（应用此修改器之前的现有颜色）的混合类型。这实质上是选择目标颜色将乘算的值。		
Modifier.ColorBlend.DisplayName	Color Blend	颜色混合		
Modifier.ColorBlend.DisplayName.Header	Color Blend	颜色混合		
Modifier.ColorBlend.SourceLabel	Source Blend	源混合		
Modifier.ColorBlend.SourceTooltip	The blend type used for the source color (specified in this modifier). This is essentially selecting the value by which the source color will be multiplied.	用于源颜色（在此修改器中指定）的混合类型。这实质上是选择源颜色将乘算的值。		
Modifier.Config.AdjustmentValueInnerAngleLabel	Inner Angle	内角		
Modifier.Config.AdjustmentValueInnerAngleTooltip	The inner angle (in degrees) based on a vector through the center of the pole.	内角（单位：度），基于穿过极点中心的向量。		
Modifier.Config.AdjustmentValueInnerLabel	Inner Value	内值		
Modifier.Config.AdjustmentValueInnerTooltip	The output value (before noise and remapping) that is used leading up to and including the inner angle.	在达到并包括内角之前所使用的输出值（噪声和重映射之前）。		
Modifier.Config.AdjustmentValueOuterAngleLabel	Outer Angle	外角		
Modifier.Config.AdjustmentValueOuterAngleTooltip	The outer angle (in degrees) based on a vector through the center of the pole.	外角（单位：度），基于穿过极点中心的向量。		
Modifier.Config.AdjustmentValueOuterLabel	Outer Value	外值		
Modifier.Config.AdjustmentValueOuterTooltip	The output value (before noise and remapping) that is used at the outer angle and beyond.	在外角及其之外所使用的输出值（噪声和重映射之前）。		
Modifier.Config.DataIndexInputNoiseDataSlotName	Noise Input	噪声输入		
Modifier.Config.DataIndexInputNoiseDataSlotTooltip	The input data value that provides noise to the polar cap mask.	为极冠遮罩提供噪声的输入数据值。		
Modifier.Config.LinearRemapGroup	Linear Remap	线性重映射		
Modifier.Config.LinearRemapMaxClampedLabel	Clamped	限制		
Modifier.Config.LinearRemapMaxClampedTooltip	If enabled, the linear remapping will be clamped in the range of zero to one. If disabled, output values could exceed the zero to one range.	启用后，线性重映射将被限制在 0 到 1 区间。禁用后，输出值可能超出 0 到 1 区间。		
Modifier.Config.LinearRemapMaxLabel	Max Value	最大值		
Modifier.Config.LinearRemapMaxTooltip	The maximum value used to remap the output value in the range of zero to one.	用于将输出值重映射到 0 到 1 区间的最大值。		
Modifier.Config.LinearRemapMinLabel	Min Value	最小值		
Modifier.Config.LinearRemapMinTooltip	The minimum value used to remap the output value in the range of zero to one.	用于将输出值重映射到 0 到 1 区间的最小值。		
Modifier.Config.NoiseFadeInnerLabel	Inner Strength	内侧强度		
Modifier.Config.NoiseFadeInnerTooltip	The noise strength that is used leading up to and including the inner angle.	在达到并包括内角之前所使用的噪声强度。		
Modifier.Config.NoiseFadeOuterLabel	Outer Strength	外侧强度		
Modifier.Config.NoiseFadeOuterTooltip	The noise strength that is used at the outer angle and beyond.	在外角及其之外所使用的噪声强度。		
Modifier.Config.NoiseStrengthGroup	Noise Strength	噪声强度		
Modifier.Config.OutputValueGroup	Output Value	输出值		
Modifier.CraterPass.EnabledLabel	Pass Enabled	启用通道		
Modifier.CraterPass.EnabledTooltip	This provides an easy way to quickly disable a crater pass, which can be useful in development and testing.	提供一种快速禁用某个陨石坑通道的便捷方式，在开发和测试中很有用。		
Modifier.CraterPass.FrequencyLabel	Noise Frequency	噪声频率		
Modifier.CraterPass.FrequencyTooltip	The frequency of the noise that generates the craters. The higher the frequency the smaller and more numerous the craters become.	生成陨石坑的噪声频率。频率越高，坑越小、数量越多。		
Modifier.CraterPass.MaxDepthLabel	Max Depth	最大深度		
Modifier.CraterPass.MaxDepthTooltip	The maximum depth of the crater in meters. This occurs when the crater shape curve evaluates to -1 on the y-axis.	陨石坑的最大深度，单位为米。当坑形曲线在 y 轴上的求值为 -1 时达到该深度。		
Modifier.CraterPass.NoiseLerpLabel	Noise Interpolation	噪声插值		
Modifier.CraterPass.NoiseLerpTooltip	The value used to linearly interpolate the crater shape noise between data inputs 'A' and 'B'. At 0, only input 'A' provides noise to the crater shapes. At 1, only input 'B' is used. Any value between 0 and 1 interpolates between the two.	用于在数据输入「A」和「B」之间线性插值坑形噪声的值。为 0 时，只有输入「A」为坑形提供噪声。为 1 时，只用输入「B」。0 到 1 之间的任意值则在两者之间插值。		
Modifier.CraterPass.NoiseStrengthLabel	Noise Strength	噪声强度		
Modifier.CraterPass.NoiseStrengthTooltip	The scalar value used to adjust the strength of the crater shape noise before it is applied.	在应用之前用于调整坑形噪声强度的标量值。		
Modifier.CraterPass.RandomnessLabel	Position Randomness	位置随机度		
Modifier.CraterPass.RandomnessTooltip	The randomness in the crater position noise. Less randomness means more consistent (and larger) craters but they will be more grid like in alignment.	陨石坑位置噪声中的随机度。随机度越低，坑更一致（也更大），但排列会更接近网格。		
Modifier.CraterPass.RotationAngleLabel	Rotation Angle	旋转角度		
Modifier.CraterPass.RotationAngleTooltip	The rotation angle applied to the input position used to sample crater positions and sizes. Sometimes adjusting it slightly helps when multiple passes all want to pile craters on top of each other.	对用于采样坑位置和大小的输入位置施加的旋转角度。当多个通道都想把坑堆在同一处时，略微调整它会有所帮助。		
Modifier.CraterPass.RotationAxisLabel	Rotation Axis	旋转轴		
Modifier.CraterPass.RotationAxisTooltip	The axis of the rotation angle applied to the input position used to sample crater positions and sizes. Sometimes adjusting the rotation slightly helps when multiple passes all want to pile craters on top of each other.	对用于采样坑位置和大小的输入位置所施加旋转角度的轴。当多个通道都想把坑堆在同一处时，略微调整旋转会有所帮助。		
